0.00667; 0
0.01334; 0
0.02001; 0
0.02668; 0
0.03335; 0
0.04002; 0
0.04669; 0
0.05336; 0
0.06003; 0
0.0667; 0
0.07337; 0
0.08004; 0
0.08671; 0
0.09338; 0
0.10005; 0
0.10672; 0
0.11339; 0
0.12006; 0
0.12673; 0
0.1334; 0
0.14007; 0
0.14674; 0
0.15341; 0
0.16008; 0
0.16675; 0
0.17342; 0
0.18009; 0
0.18676; 0
0.19343; 0
0.2001; 0
0.20677; 0
0.21344; 0
0.22011; 0
0.22678; 0
0.23345; 0
0.24012; 0
0.24679; 0
0.25346; 0
0.26013; 0
0.2668; 0
0.27347; 0
0.28014; 0
0.28681; 0
0.29348; 0
0.30015; 0
0.30682; 0
0.31349; 0
0.32016; 0
0.32683; 0
0.3335; 0
0.34017; 0
0.34684; 0
0.35351; 0
0.36018; 0
0.36685; 0
0.37352; 0
0.38019; 0
0.38686; 0
0.39353; 0
0.4002; 0
0.40687; 0
0.41354; 0
0.42021; 0
0.42688; 0
0.43355; 0
0.44022; 0
0.44689; 0
0.45356; 0
0.46023; 0
0.4669; 0
0.47357; 576.916
0.48024; 576.849
0.48691; 576.715
0.49358; 576.514
0.50025; 576.247
0.50692; 575.914
0.51359; 575.515
0.52026; 575.05
0.52693; 574.521
0.5336; 573.927
0.54027; 573.27
0.54694; 572.55
0.55361; 571.769
0.56028; 570.925
0.56695; 570.022
0.57362; 569.06
0.58029; 568.039
0.58696; 566.96
0.59363; 565.826
0.6003; 564.636
0.60697; 563.392
0.61364; 562.095
0.62031; 560.746
0.62698; 559.347
0.63365; 557.897
0.64032; 556.399
0.64699; 554.853
0.65366; 553.26
0.66033; 551.621
0.667; 549.938
0.67367; 548.21
0.68034; 546.439
0.68701; 544.625
0.69368; 542.769
0.70035; 540.872
0.70702; 538.933
0.71369; 536.953
0.72036; 534.931
0.72703; 532.869
0.7337; 530.765
0.74037; 528.619
0.74704; 526.43
0.75371; 524.197
0.76038; 521.919
0.76705; 519.595
0.77372; 517.223
0.78039; 514.8
0.78706; 512.324
0.79373; 509.791
0.8004; 507.198
0.80707; 504.542
0.81374; 501.817
0.82041; 499.017
0.82708; 496.136
0.83375; 493.168
0.84042; 490.103
0.84709; 486.933
0.85376; 483.646
0.86043; 480.23
0.8671; 476.67
0.87377; 472.951
0.88044; 469.055
0.88711; 464.96
0.89378; 460.644
0.90045; 456.082
0.90712; 451.249
0.91379; 446.12
0.92046; 440.679
0.92713; 434.923
0.9338; 428.883
0.94047; 422.652
0.94714; 416.439
0.95381; 410.638
0.96048; 405.903
0.96715; 403.129
0.97382; 403.129
0.98049; 405.903
0.98716; 410.638
0.99383; 416.439
1.0005; 422.652
1.00717; 428.883
1.01384; 434.923
1.02051; 440.679
1.02718; 446.12
1.03385; 451.249
1.04052; 456.082
1.04719; 460.644
1.05386; 464.96
1.06053; 469.055
1.0672; 472.951
1.07387; 476.67
1.08054; 480.23
1.08721; 483.646
1.09388; 486.933
1.10055; 490.103
1.10722; 493.168
1.11389; 496.136
1.12056; 499.017
1.12723; 501.817
1.1339; 504.542
1.14057; 507.198
1.14724; 509.791
1.15391; 512.324
1.16058; 514.8
1.16725; 517.223
1.17392; 519.595
1.18059; 521.919
1.18726; 524.197
1.19393; 526.43
1.2006; 528.619
1.20727; 530.765
1.21394; 532.869
1.22061; 534.931
1.22728; 536.953
1.23395; 538.933
1.24062; 540.872
1.24729; 542.769
1.25396; 544.625
1.26063; 546.439
1.2673; 548.21
1.27397; 549.938
1.28064; 551.621
1.28731; 553.26
1.29398; 554.853
1.30065; 556.399
1.30732; 557.897
1.31399; 559.347
1.32066; 560.746
1.32733; 562.095
1.334; 563.392
1.34067; 564.636
1.34734; 565.826
1.35401; 566.96
1.36068; 568.039
1.36735; 569.06
1.37402; 570.022
1.38069; 570.925
1.38736; 571.769
1.39403; 572.55
1.4007; 573.27
1.40737; 573.927
1.41404; 574.521
1.42071; 575.05
1.42738; 575.515
1.43405; 575.914
1.44072; 576.247
1.44739; 576.514
1.45406; 576.715
1.46073; 576.849
1.4674; 576.916
1.47407; 0
1.48074; 0
1.48741; 0
1.49408; 0
1.50075; 0
1.50742; 0
1.51409; 0
1.52076; 0
1.52743; 0
1.5341; 0
1.54077; 0
1.54744; 0
1.55411; 0
1.56078; 0
1.56745; 0
1.57412; 0
1.58079; 0
1.58746; 0
1.59413; 0
1.6008; 0
1.60747; 0
1.61414; 0
1.62081; 0
1.62748; 0
1.63415; 0
1.64082; 0
1.64749; 0
1.65416; 0
1.66083; 0
1.6675; 0
1.67417; 0
1.68084; 0
1.68751; 0
1.69418; 0
1.70085; 0
1.70752; 0
1.71419; 0
1.72086; 0
1.72753; 0
1.7342; 0
1.74087; 0
1.74754; 0
1.75421; 0
1.76088; 0
1.76755; 0
1.77422; 0
1.78089; 0
1.78756; 0
1.79423; 0
1.8009; 0
1.80757; 0
1.81424; 0
1.82091; 0
1.82758; 0
1.83425; 0
1.84092; 0
1.84759; 0
1.85426; 0
1.86093; 0
1.8676; 0
1.87427; 0
1.88094; 0
1.88761; 0
1.89428; 0
1.90095; 0
1.90762; 0
1.91429; 0
1.92096; 0
1.92763; 0
1.9343; 0
1.94097; 0
1.94764; 0
1.95431; 0
1.96098; 0
1.96765; 0
1.97432; 0
1.98099; 0
1.98766; 0
1.99433; 0
2.001; 0
